method,rank,query_artist,query_song,query_genre,match_artist,match_song,match_genre,score,hit
TF-IDF dot product,1,Daft Punk,One More Time (Romanthony's Unplugged),electronic,Lauryn Hill,Interlude 5,r&b/soul,225.38921869801533,False
TF-IDF dot product,2,Daft Punk,One More Time (Romanthony's Unplugged),electronic,Nelly,Splurge,hip hop,184.1092247447051,False
TF-IDF dot product,1,Daft Punk,Touch It / Technologic,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,419.26629248576876,False
TF-IDF dot product,2,Daft Punk,Touch It / Technologic,electronic,Lauryn Hill,Interlude 5,r&b/soul,384.72702706530805,False
TF-IDF dot product,1,Ke$ha,Boots &  Boys,electronic,Ella Fitzgerald,Manhattan,jazz,226.64172327181686,False
TF-IDF dot product,2,Ke$ha,Boots &  Boys,electronic,Mariah Carey,Joy Ride,r&b/soul,221.23285128961103,False
TF-IDF dot product,1,Ke$ha,Animal,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,164.85763691592345,False
TF-IDF dot product,2,Ke$ha,Animal,electronic,Lauryn Hill,Interlude 5,r&b/soul,157.34335989547986,False
TF-IDF dot product,1,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Lauryn Hill,Interlude 5,r&b/soul,287.06959414307835,False
TF-IDF dot product,2,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,280.71315236994366,False
TF-IDF dot product,1,Owl City,Captains and Cruise Ships,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,220.34736165995287,False
TF-IDF dot product,2,Owl City,Captains and Cruise Ships,electronic,The Streets,Weak Become Heroes,hip hop,210.42618874003713,False
TF-IDF dot product,1,Owl City,Designer Skyline,electronic,Eminem,8 Mile,hip hop,101.93923517011757,False
TF-IDF dot product,2,Owl City,Designer Skyline,electronic,Dar Williams,Mortal City,folk,84.94462022860576,False
TF-IDF dot product,1,Owl City,Early Birdie,electronic,Lauryn Hill,Interlude 5,r&b/soul,189.27527065447438,False
TF-IDF dot product,2,Owl City,Early Birdie,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,146.43345196372715,False
TF-IDF dot product,1,Owl City,Meteor Shower,electronic,Lauryn Hill,Interlude 5,r&b/soul,63.67663239192018,False
TF-IDF dot product,2,Owl City,Meteor Shower,electronic,Eminem,8 Mile,hip hop,58.35438406543565,False
TF-IDF dot product,1,Owl City,This Is The Future,electronic,Lauryn Hill,Interlude 5,r&b/soul,113.24063127101991,False
TF-IDF dot product,2,Owl City,This Is The Future,electronic,Eminem,8 Mile,hip hop,89.97390478700252,False
TF-IDF dot product,1,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,Kurt Elling,Resolution,jazz,159.31219842993636,False
TF-IDF dot product,2,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,Prince,I Love U In Me ( LP Version),r&b/soul,150.6865203606929,False
TF-IDF dot product,1,LMFAO,Bounce,electronic,2Pac,Strictly 4 My N.I.G.G.A.Z.,hip hop,419.3217218481028,False
TF-IDF dot product,2,LMFAO,Bounce,electronic,DMX,Keep Your Shit The Hardest,hip hop,405.23457928134343,False
TF-IDF dot product,1,Crystal Castles,Vanished,electronic,Dar Williams,Mortal City,folk,223.13512896948038,False
TF-IDF dot product,2,Crystal Castles,Vanished,electronic,Eminem,8 Mile,hip hop,207.10002379149222,False
TF-IDF dot product,1,Crystal Castles,Xxzxcuzx,electronic,Lauryn Hill,Interlude 5,r&b/soul,113.34502912159012,False
TF-IDF dot product,2,Crystal Castles,Xxzxcuzx,electronic,Clipse,Dirty Money,hip hop,103.05102964806271,False
TF-IDF dot product,1,Madonna,Die Another Day [Live],electronic,Lauryn Hill,Interlude 5,r&b/soul,196.14971368321497,False
TF-IDF dot product,2,Madonna,Die Another Day [Live],electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,182.82636771981282,False
TF-IDF dot product,1,The Smashing Pumpkins,Perfect (Nellee Hooper Instrumental),electronic,Lauryn Hill,Interlude 5,r&b/soul,145.41776012624746,False
TF-IDF dot product,2,The Smashing Pumpkins,Perfect (Nellee Hooper Instrumental),electronic,Momus,Closer To You,electronic,127.95992398353326,True
TF-IDF dot product,1,Kylie Minogue,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit),electronic,Lauryn Hill,Interlude 5,r&b/soul,275.4736481809744,False
TF-IDF dot product,2,Kylie Minogue,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit),electronic,R. Kelly,Kickin' It With Your Girlfriend,r&b/soul,222.60356888886523,False
TF-IDF dot product,1,LMFAO,I Am Not A Whore,electronic,Eminem,8 Mile,hip hop,131.00532506010427,False
TF-IDF dot product,2,LMFAO,I Am Not A Whore,electronic,Lauryn Hill,Interlude 5,r&b/soul,99.8549480389867,False
TF-IDF dot product,1,Cascada,Fever,electronic,Lauryn Hill,Interlude 5,r&b/soul,239.1600314835871,False
TF-IDF dot product,2,Cascada,Fever,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,234.77934564245024,False
TF-IDF dot product,1,Depeche Mode,Freestate,electronic,Aceyalone,Mr. Outsider,hip hop,127.62049683095827,False
TF-IDF dot product,2,Depeche Mode,Freestate,electronic,Michael Jackson,Man In The Mirror,pop,121.16608010207747,False
TF-IDF dot product,1,Depeche Mode,Personal Jesus,electronic,Lollipop Lust Kill,Personal Jesus,metal,380.04131267677946,False
TF-IDF dot product,2,Depeche Mode,Personal Jesus,electronic,Aretha Franklin,Reach Out And Touch (Live @ Fillmore West),jazz,136.95508324849544,False
TF-IDF dot product,1,Gorillaz,Broken,electronic,Pain of Salvation,Spitfall,metal,177.77718170976814,False
TF-IDF dot product,2,Gorillaz,Broken,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,167.16972425110706,False
TF-IDF dot product,1,Gorillaz,Kids With Guns (Quiet Village Remix),electronic,Lauryn Hill,Interlude 5,r&b/soul,204.41340613238597,False
TF-IDF dot product,2,Gorillaz,Kids With Guns (Quiet Village Remix),electronic,KeKe Wyatt,Push Me Away,r&b/soul,189.56821956593234,False
TF-IDF dot product,1,Gorillaz,Rhinestone Eyes,electronic,Lauryn Hill,Interlude 5,r&b/soul,211.9339475470195,False
TF-IDF dot product,2,Gorillaz,Rhinestone Eyes,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,181.89601421132005,False
TF-IDF dot product,1,The Prodigy,Invaders Must Die,electronic,UB40,The Earth Dies Screaming,reggae,66.69748153327708,False
TF-IDF dot product,2,The Prodigy,Invaders Must Die,electronic,Grace Jones,Nipple To The Bottle,r&b/soul,66.47623233293108,False
TF-IDF dot product,1,The Prodigy,Wake Up Call (Album Version),electronic,Fatboy Slim,Right Here Right Now,electronic,66.53728136644654,True
TF-IDF dot product,2,The Prodigy,Wake Up Call (Album Version),electronic,Haste The Day,Chorus Of Angels,metal,61.29516466563742,False
TF-IDF dot product,1,The Prodigy,We Gonna Rock,electronic,The Foreign Exchange,The Answer,hip hop,189.035316771614,False
TF-IDF dot product,2,The Prodigy,We Gonna Rock,electronic,Bob Marley & The Wailers,Baby We've Got A Date (Rock It Baby),reggae,180.002538242739,False
TF-IDF dot product,1,Nine Inch Nails,The Great Collapse,electronic,Gyptian,Take My Money,reggae,63.21509600329282,False
TF-IDF dot product,2,Nine Inch Nails,The Great Collapse,electronic,Gary Moore,That Kind Of Woman,blues,58.09105971709026,False
TF-IDF dot product,1,Duran Duran,Electric Barbarella (Radio Edit),electronic,Lauryn Hill,Interlude 5,r&b/soul,172.6031031731676,False
TF-IDF dot product,2,Duran Duran,Electric Barbarella (Radio Edit),electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,158.91219985293344,False
TF-IDF dot product,1,Björk,Pluto,electronic,Hollywood Undead,Undead,hip hop,52.81882331866291,False
TF-IDF dot product,2,Björk,Pluto,electronic,Eminem,8 Mile,hip hop,49.71297668748815,False
TF-IDF dot product,1,Empire Of The Sun,Delta Bay,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,238.83333763928727,False
TF-IDF dot product,2,Empire Of The Sun,Delta Bay,electronic,Lauryn Hill,Interlude 5,r&b/soul,165.40293684714683,False
TF-IDF dot product,1,Empire Of The Sun,We Are The People (Shazam Remix),electronic,Lauryn Hill,Interlude 5,r&b/soul,237.1749834381805,False
TF-IDF dot product,2,Empire Of The Sun,We Are The People (Shazam Remix),electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,234.5691484372025,False
TF-IDF dot product,1,The Maine,You Left Me,electronic,The Isley Brothers,Touch Me,blues,377.4792119188556,False
TF-IDF dot product,2,The Maine,You Left Me,electronic,Mary J. Blige,Can't Get You Off My Mind,r&b/soul,349.00735958729734,False
TF-IDF dot product,1,Hot Chip,The Warning,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,208.85106802297767,False
TF-IDF dot product,2,Hot Chip,The Warning,electronic,Digable Planets,"Pacifics (Sdtrk ""N.Y. Is Red Hot"")",hip hop,199.2061810683037,False
TF-IDF dot product,1,Enter Shikari,Keep It On Ice,electronic,Twiztid,She Ain't Afraid,hip hop,121.23163416557938,False
TF-IDF dot product,2,Enter Shikari,Keep It On Ice,electronic,Eminem,8 Mile,hip hop,110.1769330837184,False
TF-IDF dot product,1,Enter Shikari,The Jester,electronic,Lauryn Hill,Interlude 5,r&b/soul,181.50829313039551,False
TF-IDF dot product,2,Enter Shikari,The Jester,electronic,Twista,Overdose (Album Version),hip hop,176.42946928174143,False
TF-IDF dot product,1,Enya,Lazy Days,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,76.99578484263115,False
TF-IDF dot product,2,Enya,Lazy Days,electronic,Nelly,St. Louie,hip hop,63.934243381128326,False
TF-IDF dot product,1,Enya,Someone Said Goodbye,electronic,Maxi Priest,Never Did Say Goodbye,reggae,176.62202905194314,False
TF-IDF dot product,2,Enya,Someone Said Goodbye,electronic,Miami Sound Machine,Words Get In The Way,pop,167.30741708187114,False
TF-IDF dot product,1,Enya,The Magic Of The Night,electronic,Matisyahu,Close My Eyes,reggae,175.41421305747173,False
TF-IDF dot product,2,Enya,The Magic Of The Night,electronic,Flipsyde,Angel,hip hop,159.32847281748656,False
TF-IDF dot product,1,Bruce Springsteen,Gave It A Name,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,133.567681742384,False
TF-IDF dot product,2,Bruce Springsteen,Gave It A Name,folk,Ja Rule,One of Us,hip hop,130.0544113208159,False
TF-IDF dot product,1,Johnny Cash,The Vanishing Race,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,162.98310891715147,False
TF-IDF dot product,2,Johnny Cash,The Vanishing Race,folk,Alabama,Roll On (Eighteen Wheeler),country,114.26305099379374,False
TF-IDF dot product,1,John Mayer,All We Ever Do Is Say Goodbye,folk,Kelly Price,Don't Say Goodbye,r&b/soul,180.24430206928514,False
TF-IDF dot product,2,John Mayer,All We Ever Do Is Say Goodbye,folk,Lauryn Hill,Interlude 5,r&b/soul,170.62780228579226,False
TF-IDF dot product,1,John Mayer,Clarity,folk,Tavares,Don't Take Away The Music,r&b/soul,210.610332625489,False
TF-IDF dot product,2,John Mayer,Clarity,folk,Alicia Keys,Tell You Something (Nana's Reprise),r&b/soul,208.13738723007177,False
TF-IDF dot product,1,John Mayer,Why Georgia,folk,Eminem,8 Mile,hip hop,199.77976454468478,False
TF-IDF dot product,2,John Mayer,Why Georgia,folk,Lauryn Hill,Interlude 5,r&b/soul,182.27748219342737,False
TF-IDF dot product,1,Jack Johnson,Mudfootball (For Moe Lerner),folk,Lauryn Hill,Interlude 5,r&b/soul,340.7155117996389,False
TF-IDF dot product,2,Jack Johnson,Mudfootball (For Moe Lerner),folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,240.01358116234522,False
TF-IDF dot product,1,Sufjan Stevens,Sister Winter,folk,Incognito,Stone Cold Heart,r&b/soul,115.16622048911093,False
TF-IDF dot product,2,Sufjan Stevens,Sister Winter,folk,Brick & Lace,Love Is Wicked,r&b/soul,112.54983681986005,False
TF-IDF dot product,1,Rufus Wainwright,In A Graveyard,folk,The Streets,Weak Become Heroes,hip hop,111.94654881792685,False
TF-IDF dot product,2,Rufus Wainwright,In A Graveyard,folk,T Bone Burnett,I'm Going On A Long Journey Never To Return,blues,87.8568212763781,False
TF-IDF dot product,1,Rufus Wainwright,Baby,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,208.71315954220634,False
TF-IDF dot product,2,Rufus Wainwright,Baby,folk,Lauryn Hill,Interlude 5,r&b/soul,191.8056718815248,False
TF-IDF dot product,1,Edward Sharpe & The Magnetic Zeros,Janglin,folk,Lauryn Hill,Interlude 5,r&b/soul,175.77796105238795,False
TF-IDF dot product,2,Edward Sharpe & The Magnetic Zeros,Janglin,folk,Dolly Parton,Daddy's Moonshine Still,country,143.73433398328118,False
TF-IDF dot product,1,Bob Dylan,Ballad In Plain D,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,339.3361676610126,False
TF-IDF dot product,2,Bob Dylan,Ballad In Plain D,folk,Lauryn Hill,Interlude 5,r&b/soul,331.3249124560037,False
TF-IDF dot product,1,Bob Dylan,One Of Us Must Know (Sooner Or Later),folk,Lauryn Hill,Interlude 5,r&b/soul,343.3574837341741,False
TF-IDF dot product,2,Bob Dylan,One Of Us Must Know (Sooner Or Later),folk,Eminem,8 Mile,hip hop,223.35633658421605,False
TF-IDF dot product,1,James Taylor,It's Growing,folk,Lauryn Hill,Interlude 5,r&b/soul,295.4894528590804,False
TF-IDF dot product,2,James Taylor,It's Growing,folk,Beastie Boys,Hey Ladies (2009 Digital Remaster),hip hop,190.04396009560924,False
TF-IDF dot product,1,James Taylor,Oh_ Susannah (LP Version),folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,153.1602106865457,False
TF-IDF dot product,2,James Taylor,Oh_ Susannah (LP Version),folk,Twista,Overdose (Album Version),hip hop,145.9016385648593,False
TF-IDF dot product,1,James Taylor,Something In The Way She Moves,folk,Lauryn Hill,Interlude 5,r&b/soul,275.30180702816136,False
TF-IDF dot product,2,James Taylor,Something In The Way She Moves,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,274.046451458833,False
TF-IDF dot product,1,David Gray,Draw The Line,folk,Lauryn Hill,Interlude 5,r&b/soul,191.8133470541132,False
TF-IDF dot product,2,David Gray,Draw The Line,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,191.19847189165054,False
TF-IDF dot product,1,David Gray,Sail Away,folk,Janis Joplin,Kozmic Blues,blues,173.04798650455666,False
TF-IDF dot product,2,David Gray,Sail Away,folk,Keri Noble,Piece Of My Heart,jazz,170.47049789996035,False
TF-IDF dot product,1,David Gray,Stella The Artist,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,155.05705659531193,False
TF-IDF dot product,2,David Gray,Stella The Artist,folk,Lauryn Hill,Interlude 5,r&b/soul,144.17071674873955,False
TF-IDF dot product,1,Rise Against,Swing Life Away (Acoustic),folk,Lauryn Hill,Interlude 5,r&b/soul,264.3623515797914,False
TF-IDF dot product,2,Rise Against,Swing Life Away (Acoustic),folk,Eminem,8 Mile,hip hop,228.55649239402587,False
TF-IDF dot product,1,Bob Dylan,Billy 4,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,283.085508821287,False
TF-IDF dot product,2,Bob Dylan,Billy 4,folk,Savatage,The Hourglass,metal,222.76604678842043,False
TF-IDF dot product,1,Bob Dylan,Stuck Inside Of Mobile With The Memphis Blues Again,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,522.9782054898213,False
TF-IDF dot product,2,Bob Dylan,Stuck Inside Of Mobile With The Memphis Blues Again,folk,Lauryn Hill,Interlude 5,r&b/soul,505.56092146270186,False
TF-IDF dot product,1,Bob Dylan,Pretty Peggy-O,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,161.24898321054891,False
TF-IDF dot product,2,Bob Dylan,Pretty Peggy-O,folk,Lauryn Hill,Interlude 5,r&b/soul,154.5955826789673,False
TF-IDF dot product,1,Bob Dylan,She Belongs To Me,folk,Twiztid,She Ain't Afraid,hip hop,158.6665799458677,False
TF-IDF dot product,2,Bob Dylan,She Belongs To Me,folk,Ying Yang Twins,1st Booty On Duty,hip hop,142.98479378855285,False
TF-IDF dot product,1,Bob Dylan,When The Deal Goes Down,folk,Lauryn Hill,Interlude 5,r&b/soul,232.64456769345824,False
TF-IDF dot product,2,Bob Dylan,When The Deal Goes Down,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,231.3473324388894,False
TF-IDF dot product,1,Bob Dylan,With God On Our Side,folk,Lauryn Hill,Interlude 5,r&b/soul,296.70954033375693,False
TF-IDF dot product,2,Bob Dylan,With God On Our Side,folk,Savatage,The Hourglass,metal,279.1964354717966,False
TF-IDF dot product,1,The Smashing Pumpkins,Terrapin,folk,DJ Quik,Safe + Sound,hip hop,130.19833104809933,False
TF-IDF dot product,2,The Smashing Pumpkins,Terrapin,folk,Atmosphere,Hair,hip hop,102.29540173669152,False
TF-IDF dot product,1,James Taylor,On The 4th of July,folk,Eminem,8 Mile,hip hop,220.4338774858224,False
TF-IDF dot product,2,James Taylor,On The 4th of July,folk,Lauryn Hill,Interlude 5,r&b/soul,210.57064127325938,False
TF-IDF dot product,1,James Taylor,Company Man,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,251.21155926889284,False
TF-IDF dot product,2,James Taylor,Company Man,folk,Michael Jackson,Man In The Mirror,pop,206.40383222413573,False
TF-IDF dot product,1,Jimmy Buffett,Ace,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,339.9164650183136,False
TF-IDF dot product,2,Jimmy Buffett,Ace,folk,Savatage,The Hourglass,metal,323.9386871511196,False
TF-IDF dot product,1,Ryan Adams,How Do You Keep Love Alive,folk,Lauryn Hill,Interlude 5,r&b/soul,199.75588117818916,False
TF-IDF dot product,2,Ryan Adams,How Do You Keep Love Alive,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,189.48810209680622,False
TF-IDF dot product,1,Ryan Adams,When The Stars Go Blue,folk,Jon Secada,Where Do I Go From You,pop,122.48872988793089,False
TF-IDF dot product,2,Ryan Adams,When The Stars Go Blue,folk,Katie Melua,Blue Shoes,jazz,112.45210647644487,False
TF-IDF dot product,1,Ray LaMontagne,Forever My Friend,folk,Lauryn Hill,Interlude 5,r&b/soul,274.23941276249286,False
TF-IDF dot product,2,Ray LaMontagne,Forever My Friend,folk,Alicia Keys,Tell You Something (Nana's Reprise),r&b/soul,186.58594889353446,False
TF-IDF dot product,1,Ray LaMontagne,How Come [Acoustic Mix],folk,Lauryn Hill,Interlude 5,r&b/soul,271.4584171988927,False
TF-IDF dot product,2,Ray LaMontagne,How Come [Acoustic Mix],folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,222.42409991226012,False
TF-IDF dot product,1,Leonard Cohen,Chelsea Hotel #2,folk,Lauryn Hill,Interlude 5,r&b/soul,209.05614695798448,False
TF-IDF dot product,2,Leonard Cohen,Chelsea Hotel #2,folk,Snoop Dogg,Snoopafella (Edited),hip hop,174.08542309863782,False
TF-IDF dot product,1,We Are Scientists,Lethal Enforcer (Live From Union Chapel_ London),folk,Lauryn Hill,Interlude 5,r&b/soul,262.6365636970392,False
TF-IDF dot product,2,We Are Scientists,Lethal Enforcer (Live From Union Chapel_ London),folk,Vanilla Ice,Ice Is Workin' It,hip hop,176.98423447190015,False
TF-IDF dot product,1,KT Tunstall,Change,folk,Lauryn Hill,Interlude 5,r&b/soul,251.29293245575724,False
TF-IDF dot product,2,KT Tunstall,Change,folk,Eminem,8 Mile,hip hop,168.59469651653185,False
TF-IDF dot product,1,KT Tunstall,Under The Weather,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,165.6833192434049,False
TF-IDF dot product,2,KT Tunstall,Under The Weather,folk,Eminem,8 Mile,hip hop,146.16883628628605,False
TF-IDF dot product,1,The Verve,So Sister,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,168.2066787030149,False
TF-IDF dot product,2,The Verve,So Sister,folk,Johnny Winter,Miss Ann,blues,150.33871525987388,False
TF-IDF dot product,1,Liz Phair,Lost Tonight,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,181.87319703571671,False
TF-IDF dot product,2,Liz Phair,Lost Tonight,folk,Afroman,Let's All Get Drunk,hip hop,171.159355515067,False
TF-IDF dot product,1,The Pogues,Sunnyside Of The Street,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,158.44237508012125,False
TF-IDF dot product,2,The Pogues,Sunnyside Of The Street,folk,Lauryn Hill,Interlude 5,r&b/soul,150.4310228775702,False
TF-IDF dot product,1,Kanye West,Can't Tell Me Nothing,hip hop,Lauryn Hill,Interlude 5,r&b/soul,550.3720678195742,False
TF-IDF dot product,2,Kanye West,Can't Tell Me Nothing,hip hop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,378.86187419296044,True
TF-IDF dot product,1,Kanye West,Graduation Day,hip hop,Lauryn Hill,Interlude 5,r&b/soul,229.72069018529714,False
TF-IDF dot product,2,Kanye West,Graduation Day,hip hop,Twista,Overdose (Album Version),hip hop,226.8859461632527,True
TF-IDF dot product,1,Kanye West,Wake Up Mr. West,hip hop,DMX,Keep Your Shit The Hardest,hip hop,212.93690720331963,True
TF-IDF dot product,2,Kanye West,Wake Up Mr. West,hip hop,Binary Star,Honest Expression,hip hop,187.09766406023644,True
TF-IDF dot product,1,Black Eyed Peas,A8,hip hop,Lauryn Hill,Interlude 5,r&b/soul,546.1811320192694,False
TF-IDF dot product,2,Black Eyed Peas,A8,hip hop,Michael Jackson,Man In The Mirror,pop,522.7680003150881,False
TF-IDF dot product,1,Black Eyed Peas,Boom Boom Guetta,hip hop,Twista,Overdose (Album Version),hip hop,305.5774566458638,True
TF-IDF dot product,2,Black Eyed Peas,Boom Boom Guetta,hip hop,The Foreign Exchange,The Answer,hip hop,247.1035538868147,True
TF-IDF dot product,1,Black Eyed Peas,Communication,hip hop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,355.13316268456947,True
TF-IDF dot product,2,Black Eyed Peas,Communication,hip hop,Twista,Overdose (Album Version),hip hop,330.46982613331534,True
TF-IDF dot product,1,Black Eyed Peas,One Tribe,hip hop,Lauryn Hill,Interlude 5,r&b/soul,481.54412251018204,False
TF-IDF dot product,2,Black Eyed Peas,One Tribe,hip hop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,394.64818698465706,True
TF-IDF dot product,1,Black Eyed Peas,Sexy,hip hop,Lauryn Hill,Interlude 5,r&b/soul,349.6406508345043,False
TF-IDF dot product,2,Black Eyed Peas,Sexy,hip hop,Twista,Overdose (Album Version),hip hop,338.588246810052,True
TF-IDF dot product,1,Black Eyed Peas,Tell Your Momma Come,hip hop,Twista,Overdose (Album Version),hip hop,361.10326349947576,True
TF-IDF dot product,2,Black Eyed Peas,Tell Your Momma Come,hip hop,The Simpsons,Do The Bartman,hip hop,353.6591219611171,True
TF-IDF dot product,1,Black Eyed Peas,The Apl Song,hip hop,Lauryn Hill,Interlude 5,r&b/soul,309.0221131206492,False
TF-IDF dot product,2,Black Eyed Peas,The Apl Song,hip hop,Twista,Overdose (Album Version),hip hop,291.47544514647984,True
TF-IDF dot product,1,Kanye West,Diamonds From Sierra Leone,hip hop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,571.1110348675971,True
TF-IDF dot product,2,Kanye West,Diamonds From Sierra Leone,hip hop,Lauryn Hill,Interlude 5,r&b/soul,557.7282832977685,False
TF-IDF dot product,1,Eminem,If I Had,hip hop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,505.86737157854674,True
TF-IDF dot product,2,Eminem,If I Had,hip hop,Lauryn Hill,Interlude 5,r&b/soul,497.90009314009615,False
TF-IDF dot product,1,Eminem,Ken Kaniff,hip hop,Twista,Overdose (Album Version),hip hop,462.48702456654485,True
TF-IDF dot product,2,Eminem,Ken Kaniff,hip hop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,458.6122652456058,True
TF-IDF dot product,1,Eminem,My Darling,hip hop,Lauryn Hill,Interlude 5,r&b/soul,723.1319973716296,False
TF-IDF dot product,2,Eminem,My Darling,hip hop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,664.5240751486317,True
TF-IDF dot product,1,Eminem,8 Mile,hip hop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,808.9468899169306,True
TF-IDF dot product,2,Eminem,8 Mile,hip hop,Lauryn Hill,Interlude 5,r&b/soul,797.624629791682,False
TF-IDF dot product,1,Usher,Love Was Here,hip hop,Lauryn Hill,Interlude 5,r&b/soul,321.3380048562633,False
TF-IDF dot product,2,Usher,Love Was Here,hip hop,Michael Jackson,Man In The Mirror,pop,303.58810368600206,False
TF-IDF dot product,1,Akon,Be With You,hip hop,Lauryn Hill,Interlude 5,r&b/soul,357.8350840336722,False
TF-IDF dot product,2,Akon,Be With You,hip hop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,300.9127685960191,True
TF-IDF dot product,1,Akon,Locked Up,hip hop,Kurupt,It Ain't About You,hip hop,317.23726179216055,True
TF-IDF dot product,2,Akon,Locked Up,hip hop,Lloyd Banks,Make A Move,hip hop,299.47580394568735,True
TF-IDF dot product,1,Jay-Z,So Ghetto,hip hop,Twista,Overdose (Album Version),hip hop,565.0259605174278,True
TF-IDF dot product,2,Jay-Z,So Ghetto,hip hop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,550.1051298642453,True
TF-IDF dot product,1,Jay-Z,Heart Of The City (Ain't No Love),hip hop,Twista,Overdose (Album Version),hip hop,531.5139805634909,True
TF-IDF dot product,2,Jay-Z,Heart Of The City (Ain't No Love),hip hop,Ying Yang Twins,1st Booty On Duty,hip hop,527.4709024193706,True
TF-IDF dot product,1,Eminem,Rabbit Run,hip hop,Twista,Overdose (Album Version),hip hop,569.3920002358544,True
